Label,ICD_TYPE,ICD_TYPE_CLEAN,Mapping_Conversion,ICD_CODE,CODE_Reference,ICD Definition,Group,CCSR Category,Exclude
Localized Tumor,ICD-9-CM,ICD9CM,,171.9,1719,Malignant neoplasm of connective and other soft tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172,1720,Malignant melanoma of skin of lip,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.1,1721,Malignant melanoma of skin of eyelid,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.2,1722,Malignant melanoma of skin of ear and external auditory canal,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.3,1723,Malignant melanoma of skin of other and unspecified parts of face,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.4,1724,Malignant melanoma of skin of scalp and neck,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.5,1725,Malignant melanoma of skin of trunk,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.6,1726,Malignant melanoma of skin of upper limb,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.7,1727,Malignant melanoma of skin of lower limb,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.8,1728,Malignant melanoma of other specified sites of skin,,,
Localized Tumor,ICD-9-CM,ICD9CM,,172.9,1729,Melanoma of skin,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174,1740,Malignant neoplasm of nipple and areola of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.1,1741,Malignant neoplasm of central portion of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.2,1742,Malignant neoplasm of upper-inner quadrant of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.3,1743,Malignant neoplasm of lower-inner quadrant of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.4,1744,Malignant neoplasm of upper-outer quadrant of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.5,1745,Malignant neoplasm of lower-outer quadrant of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.6,1746,Malignant neoplasm of axillary tail of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.8,1748,Malignant neoplasm of other specified sites of female breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,174.9,1749,Malignant neoplasm of breast (female),,,
Localized Tumor,ICD-9-CM,ICD9CM,,175,1750,Malignant neoplasm of nipple and areola of male breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,175.9,1759,Malignant neoplasm of other and unspecified sites of male breast,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176,1760,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176.1,1761,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176.2,1762,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176.3,1763,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176.4,1764,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176.5,1765,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176.8,1768,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,176.9,1769,Kaposi's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,179,179,Malignant neoplasm of uterus,,,
Localized Tumor,ICD-9-CM,ICD9CM,,180,1800,Malignant neoplasm of endocervix,,,
Localized Tumor,ICD-9-CM,ICD9CM,,180.1,1801,Malignant neoplasm of exocervix,,,
Localized Tumor,ICD-9-CM,ICD9CM,,180.8,1808,Malignant neoplasm of other specified sites of cervix,,,
Localized Tumor,ICD-9-CM,ICD9CM,,180.9,1809,Malignant neoplasm of cervix uteri,,,
Localized Tumor,ICD-9-CM,ICD9CM,,181,181,Malignant neoplasm of placenta,,,
Localized Tumor,ICD-9-CM,ICD9CM,,182,1820,Malignant neoplasm of corpus uteri,,,
Localized Tumor,ICD-9-CM,ICD9CM,,182.1,1821,Malignant neoplasm of isthmus,,,
Localized Tumor,ICD-9-CM,ICD9CM,,182.8,1828,Malignant neoplasm of other specified sites of body of uterus,,,
Localized Tumor,ICD-9-CM,ICD9CM,,183,1830,Malignant neoplasm of ovary,,,
Localized Tumor,ICD-9-CM,ICD9CM,,183.2,1832,Malignant neoplasm of fallopian tube,,,
Localized Tumor,ICD-9-CM,ICD9CM,,183.3,1833,Malignant neoplasm of broad ligament of uterus,,,
Localized Tumor,ICD-9-CM,ICD9CM,,183.4,1834,Malignant neoplasm of parametrium,,,
Localized Tumor,ICD-9-CM,ICD9CM,,183.5,1835,Malignant neoplasm of round ligament of uterus,,,
Localized Tumor,ICD-9-CM,ICD9CM,,183.8,1838,Malignant neoplasm of other specified sites of uterine adnexa,,,
Localized Tumor,ICD-9-CM,ICD9CM,,183.9,1839,Malignant neoplasm of uterine adnexa,,,
Localized Tumor,ICD-9-CM,ICD9CM,,184,1840,Malignant neoplasm of vagina,,,
Localized Tumor,ICD-9-CM,ICD9CM,,184.1,1841,Malignant neoplasm of labia majora,,,
Localized Tumor,ICD-9-CM,ICD9CM,,184.2,1842,Malignant neoplasm of labia minora,,,
Localized Tumor,ICD-9-CM,ICD9CM,,184.3,1843,Malignant neoplasm of clitoris,,,
Localized Tumor,ICD-9-CM,ICD9CM,,184.4,1844,Malignant neoplasm of vulva,,,
Localized Tumor,ICD-9-CM,ICD9CM,,184.8,1848,Malignant neoplasm of other specified sites of female genital organs,,,
Localized Tumor,ICD-9-CM,ICD9CM,,184.9,1849,Malignant neoplasm of female genital organ,,,
Localized Tumor,ICD-9-CM,ICD9CM,,185,185,Malignant neoplasm of prostate,,,
Localized Tumor,ICD-9-CM,ICD9CM,,186,1860,Malignant neoplasm of undescended testis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,186.9,1869,Malignant neoplasm of other and unspecified testis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.1,1871,Malignant neoplasm of prepuce,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.2,1872,Malignant neoplasm of glans penis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.3,1873,Malignant neoplasm of body of penis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.4,1874,Malignant neoplasm of penis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.5,1875,Malignant neoplasm of epididymis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.6,1876,Malignant neoplasm of spermatic cord,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.7,1877,Malignant neoplasm of scrotum,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.8,1878,Malignant neoplasm of other specified sites of male genital organs,,,
Localized Tumor,ICD-9-CM,ICD9CM,,187.9,1879,Malignant neoplasm of male genital organ,,,
Localized Tumor,ICD-9-CM,ICD9CM,,188,1880,Malignant neoplasm of trigone of urinary bladder,,,
Localized Tumor,ICD-9-CM,ICD9CM,,188.1,1881,Malignant neoplasm of dome of urinary bladder,,,
Localized Tumor,ICD-9-CM,ICD9CM,,188.2,1882,Malignant neoplasm of lateral wall of urinary bladder,,,
Localized Tumor,ICD-9-CM,ICD9CM,,188.3,1883,Malignant neoplasm of anterior wall of urinary bladder,,,
Localized Tumor,ICD-9-CM,ICD9CM,,188.4,1884,Malignant neoplasm of posterior wall of urinary bladder,,,
Localized Tumor,ICD-9-CM,ICD9CM,,188.5,1885,Malignant neoplasm of bladder neck,,,
