Label,ICD_TYPE,ICD_TYPE_CLEAN,Mapping_Conversion,ICD_CODE,CODE_Reference,ICD Definition,Group,CCSR Category,Exclude
Localized Tumor,ICD-10-CM,ICD10CM,,C47.20,C4720,Malig neoplasm of prph nerves of unsp lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.21,C4721,Malig neoplasm of prph nerves of right lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.22,C4722,Malig neoplasm of prph nerves of left lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.3,C473,Malignant neoplasm of peripheral nerves of thorax,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.4,C474,Malignant neoplasm of peripheral nerves of abdomen,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.5,C475,Malignant neoplasm of peripheral nerves of pelvis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.6,C476,Malignant neoplasm of peripheral nerves of trunk,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.8,C478,Malig neoplm of ovrlp sites of prph nrv and autonm nrv sys,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C47.9,C479,Malig neoplasm of prph nerves and autonm nervous sys,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C48.0,C480,Malignant neoplasm of retroperitoneum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C48.1,C481,Malignant neoplasm of specified parts of peritoneum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C48.2,C482,Malignant neoplasm of peritoneum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C48.8,C488,Malig neoplasm of ovrlp sites of retroperiton and peritoneum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.0,C490,Malig neoplm of conn and soft tissue of head,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.10,C4910,Malig neoplm of conn & soft tiss of unsp upr lmb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.11,C4911,Malig neoplm of conn and soft tiss of r upr limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.12,C4912,Malig neoplm of conn and soft tiss of l upr limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.20,C4920,Malig neoplm of conn and soft tiss of unsp low limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.21,C4921,Malig neoplm of conn and soft tiss of r low limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.22,C4922,Malig neoplm of conn and soft tiss of left low limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.3,C493,Malignant neoplasm of connective and soft tissue of thorax,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.4,C494,Malignant neoplasm of connective and soft tissue of abdomen,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.5,C495,Malignant neoplasm of connective and soft tissue of pelvis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.6,C496,Malignant neoplasm of conn and soft tissue of trunk,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.8,C498,Malignant neoplasm of ovrlp sites of conn and soft tissue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.9,C499,Malignant neoplasm of connective and soft tissue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.A0,C49A0,Gastrointestinal stromal tumor,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.A1,C49A1,Gastrointestinal stromal tumor of esophagus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.A2,C49A2,Gastrointestinal stromal tumor of stomach,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.A3,C49A3,Gastrointestinal stromal tumor of small intestine,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.A4,C49A4,Gastrointestinal stromal tumor of large intestine,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.A5,C49A5,Gastrointestinal stromal tumor of rectum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C49.A9,C49A9,Gastrointestinal stromal tumor of other sites,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.0,C4A0,Merkel cell carcinoma of lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.10,C4A10,Merkel cell carcinoma of unsp eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.11,C4A11,Merkel cell carcinoma of right eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.111,C4A111,Merkel cell carcinoma of right upper eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.112,C4A112,Merkel cell carcinoma of right lower eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.12,C4A12,Merkel cell carcinoma of left eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.121,C4A121,Merkel cell carcinoma of left upper eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.122,C4A122,Merkel cell carcinoma of left lower eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.20,C4A20,Merkel cell carcinoma of unsp ear and external auric canal,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.21,C4A21,Merkel cell carcinoma of right ear and external auric canal,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.22,C4A22,Merkel cell carcinoma of left ear and external auric canal,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.30,C4A30,Merkel cell carcinoma of unspecified part of face,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.31,C4A31,Merkel cell carcinoma of nose,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.39,C4A39,Merkel cell carcinoma of other parts of face,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.4,C4A4,Merkel cell carcinoma of scalp and neck,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.51,C4A51,Merkel cell carcinoma of anal skin,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.52,C4A52,Merkel cell carcinoma of skin of breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.59,C4A59,Merkel cell carcinoma of other part of trunk,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.60,C4A60,Merkel cell carcinoma of unsp upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.61,C4A61,Merkel cell carcinoma of right upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.62,C4A62,Merkel cell carcinoma of left upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.70,C4A70,Merkel cell carcinoma of unsp lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.71,C4A71,Merkel cell carcinoma of right lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.72,C4A72,Merkel cell carcinoma of left lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.8,C4A8,Merkel cell carcinoma of overlapping sites,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C4A.9,C4A9,Merkel cell carcinoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.011,C50011,Malignant neoplasm of nipple and areola,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.012,C50012,Malignant neoplasm of nipple and areola,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.019,C50019,Malignant neoplasm of nipple and areola,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.021,C50021,Malignant neoplasm of nipple and areola,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.022,C50022,Malignant neoplasm of nipple and areola,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.029,C50029,Malignant neoplasm of nipple and areola,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.111,C50111,Malignant neoplasm of central portion of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.112,C50112,Malignant neoplasm of central portion of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.119,C50119,Malignant neoplasm of central portion of unsp female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.121,C50121,Malignant neoplasm of central portion of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.122,C50122,Malignant neoplasm of central portion of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.129,C50129,Malignant neoplasm of central portion of unsp male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.211,C50211,Malig neoplm of upper-inner quadrant of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.212,C50212,Malig neoplasm of upper-inner quadrant of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.219,C50219,Malig neoplasm of upper-inner quadrant of unsp female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.221,C50221,Malig neoplasm of upper-inner quadrant of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.222,C50222,Malig neoplasm of upper-inner quadrant of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.229,C50229,Malig neoplasm of upper-inner quadrant of unsp male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.311,C50311,Malig neoplm of lower-inner quadrant of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.312,C50312,Malig neoplasm of lower-inner quadrant of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.319,C50319,Malig neoplasm of lower-inner quadrant of unsp female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.321,C50321,Malig neoplasm of lower-inner quadrant of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.322,C50322,Malig neoplasm of lower-inner quadrant of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.329,C50329,Malig neoplasm of lower-inner quadrant of unsp male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.411,C50411,Malig neoplm of upper-outer quadrant of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.412,C50412,Malig neoplasm of upper-outer quadrant of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.419,C50419,Malig neoplasm of upper-outer quadrant of unsp female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.421,C50421,Malig neoplasm of upper-outer quadrant of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.422,C50422,Malig neoplasm of upper-outer quadrant of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.429,C50429,Malig neoplasm of upper-outer quadrant of unsp male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.511,C50511,Malig neoplm of lower-outer quadrant of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.512,C50512,Malig neoplasm of lower-outer quadrant of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.519,C50519,Malig neoplasm of lower-outer quadrant of unsp female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.521,C50521,Malig neoplasm of lower-outer quadrant of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.522,C50522,Malig neoplasm of lower-outer quadrant of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.529,C50529,Malig neoplasm of lower-outer quadrant of unsp male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.611,C50611,Malignant neoplasm of axillary tail of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.612,C50612,Malignant neoplasm of axillary tail of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.619,C50619,Malignant neoplasm of axillary tail of unsp female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.621,C50621,Malignant neoplasm of axillary tail of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.622,C50622,Malignant neoplasm of axillary tail of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.629,C50629,Malignant neoplasm of axillary tail of unsp male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.811,C50811,Malignant neoplasm of ovrlp sites of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.812,C50812,Malignant neoplasm of ovrlp sites of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.819,C50819,Malignant neoplasm of ovrlp sites of unsp female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.821,C50821,Malignant neoplasm of overlapping sites of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.822,C50822,Malignant neoplasm of overlapping sites of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.829,C50829,Malignant neoplasm of overlapping sites of unsp male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.911,C50911,Malignant neoplasm of unsp site of right female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.912,C50912,Malignant neoplasm of unspecified site of left female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.919,C50919,Malignant neoplasm of unsp site of unspecified female breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.921,C50921,Malignant neoplasm of unspecified site of right male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.922,C50922,Malignant neoplasm of unspecified site of left male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.929,C50929,Malignant neoplasm of unsp site of unspecified male breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.A0,C50A0,Malignant inflammatory neoplasm of unspecified breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.A1,C50A1,Malignant inflammatory neoplasm of right breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C50.A2,C50A2,Malignant inflammatory neoplasm of left breast,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C51.0,C510,Malignant neoplasm of labium majus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C51.1,C511,Malignant neoplasm of labium minus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C51.2,C512,Malignant neoplasm of clitoris,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C51.8,C518,Malignant neoplasm of overlapping sites of vulva,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C51.9,C519,Malignant neoplasm of vulva,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C52,C52,Malignant neoplasm of vagina,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C53.0,C530,Malignant neoplasm of endocervix,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C53.1,C531,Malignant neoplasm of exocervix,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C53.8,C538,Malignant neoplasm of overlapping sites of cervix uteri,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C53.9,C539,Malignant neoplasm of cervix uteri,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C54.0,C540,Malignant neoplasm of isthmus uteri,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C54.1,C541,Malignant neoplasm of endometrium,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C54.2,C542,Malignant neoplasm of myometrium,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C54.3,C543,Malignant neoplasm of fundus uteri,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C54.8,C548,Malignant neoplasm of overlapping sites of corpus uteri,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C54.9,C549,Malignant neoplasm of corpus uteri,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C55,C55,Malignant neoplasm of uterus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C56.1,C561,Malignant neoplasm of right ovary,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C56.2,C562,Malignant neoplasm of left ovary,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C56.3,C563,Malignant neoplasm of bilateral ovaries,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C56.9,C569,Malignant neoplasm of unspecified ovary,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.00,C5700,Malignant neoplasm of unspecified fallopian tube,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.01,C5701,Malignant neoplasm of right fallopian tube,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.02,C5702,Malignant neoplasm of left fallopian tube,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.10,C5710,Malignant neoplasm of unspecified broad ligament,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.11,C5711,Malignant neoplasm of right broad ligament,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.12,C5712,Malignant neoplasm of left broad ligament,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.20,C5720,Malignant neoplasm of unspecified round ligament,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.21,C5721,Malignant neoplasm of right round ligament,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.22,C5722,Malignant neoplasm of left round ligament,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.3,C573,Malignant neoplasm of parametrium,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.4,C574,Malignant neoplasm of uterine adnexa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.7,C577,Malignant neoplasm of other specified female genital organs,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.8,C578,Malignant neoplasm of ovrlp sites of female genital organs,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C57.9,C579,Malignant neoplasm of female genital organ,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C58,C58,Malignant neoplasm of placenta,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C60.0,C600,Malignant neoplasm of prepuce,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C60.1,C601,Malignant neoplasm of glans penis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C60.2,C602,Malignant neoplasm of body of penis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C60.8,C608,Malignant neoplasm of overlapping sites of penis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C60.9,C609,Malignant neoplasm of penis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C61,C61,Malignant neoplasm of prostate,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.00,C6200,Malignant neoplasm of unspecified undescended testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.01,C6201,Malignant neoplasm of undescended right testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.02,C6202,Malignant neoplasm of undescended left testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.10,C6210,Malignant neoplasm of unspecified descended testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.11,C6211,Malignant neoplasm of descended right testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.12,C6212,Malignant neoplasm of descended left testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.90,C6290,Malig neoplasm of unsp testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.91,C6291,Malig neoplm of right testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C62.92,C6292,Malig neoplasm of left testis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.00,C6300,Malignant neoplasm of unspecified epididymis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.01,C6301,Malignant neoplasm of right epididymis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.02,C6302,Malignant neoplasm of left epididymis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.10,C6310,Malignant neoplasm of unspecified spermatic cord,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.11,C6311,Malignant neoplasm of right spermatic cord,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.12,C6312,Malignant neoplasm of left spermatic cord,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.2,C632,Malignant neoplasm of scrotum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.7,C637,Malignant neoplasm of other specified male genital organs,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.8,C638,Malignant neoplasm of ovrlp sites of male genital organs,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C63.9,C639,Malignant neoplasm of male genital organ,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C64.1,C641,Malignant neoplasm of right kidney,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C64.2,C642,Malignant neoplasm of left kidney,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C64.9,C649,Malignant neoplasm of unsp kidney,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C65.1,C651,Malignant neoplasm of right renal pelvis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C65.2,C652,Malignant neoplasm of left renal pelvis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C65.9,C659,Malignant neoplasm of unspecified renal pelvis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C66.1,C661,Malignant neoplasm of right ureter,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C66.2,C662,Malignant neoplasm of left ureter,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C66.9,C669,Malignant neoplasm of unspecified ureter,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.0,C670,Malignant neoplasm of trigone of bladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.1,C671,Malignant neoplasm of dome of bladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.2,C672,Malignant neoplasm of lateral wall of bladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.3,C673,Malignant neoplasm of anterior wall of bladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.4,C674,Malignant neoplasm of posterior wall of bladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.5,C675,Malignant neoplasm of bladder neck,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.6,C676,Malignant neoplasm of ureteric orifice,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.7,C677,Malignant neoplasm of urachus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.8,C678,Malignant neoplasm of overlapping sites of bladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C67.9,C679,Malignant neoplasm of bladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C68.0,C680,Malignant neoplasm of urethra,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C68.1,C681,Malignant neoplasm of paraurethral glands,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C68.8,C688,Malignant neoplasm of overlapping sites of urinary organs,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C68.9,C689,Malignant neoplasm of urinary organ,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.00,C6900,Malignant neoplasm of unspecified conjunctiva,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.01,C6901,Malignant neoplasm of right conjunctiva,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.02,C6902,Malignant neoplasm of left conjunctiva,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.10,C6910,Malignant neoplasm of unspecified cornea,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.11,C6911,Malignant neoplasm of right cornea,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.12,C6912,Malignant neoplasm of left cornea,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.20,C6920,Malignant neoplasm of unspecified retina,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.21,C6921,Malignant neoplasm of right retina,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.22,C6922,Malignant neoplasm of left retina,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.30,C6930,Malignant neoplasm of unspecified choroid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.31,C6931,Malignant neoplasm of right choroid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.32,C6932,Malignant neoplasm of left choroid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.40,C6940,Malignant neoplasm of unspecified ciliary body,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.41,C6941,Malignant neoplasm of right ciliary body,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.42,C6942,Malignant neoplasm of left ciliary body,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.50,C6950,Malignant neoplasm of unspecified lacrimal gland and duct,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.51,C6951,Malignant neoplasm of right lacrimal gland and duct,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.52,C6952,Malignant neoplasm of left lacrimal gland and duct,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.60,C6960,Malignant neoplasm of unspecified orbit,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.61,C6961,Malignant neoplasm of right orbit,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.62,C6962,Malignant neoplasm of left orbit,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.80,C6980,Malignant neoplasm of ovrlp sites of unsp eye and adnexa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.81,C6981,Malignant neoplasm of ovrlp sites of right eye and adnexa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.82,C6982,Malignant neoplasm of ovrlp sites of left eye and adnexa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.90,C6990,Malignant neoplasm of unspecified site of unspecified eye,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.91,C6991,Malignant neoplasm of unspecified site of right eye,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C69.92,C6992,Malignant neoplasm of unspecified site of left eye,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C70.0,C700,Malignant neoplasm of cerebral meninges,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C70.1,C701,Malignant neoplasm of spinal meninges,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C70.9,C709,Malignant neoplasm of meninges,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.0,C710,Malignant neoplasm of cerebrum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.1,C711,Malignant neoplasm of frontal lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.2,C712,Malignant neoplasm of temporal lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.3,C713,Malignant neoplasm of parietal lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.4,C714,Malignant neoplasm of occipital lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.5,C715,Malignant neoplasm of cerebral ventricle,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.6,C716,Malignant neoplasm of cerebellum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.7,C717,Malignant neoplasm of brain stem,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.8,C718,Malignant neoplasm of overlapping sites of brain,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C71.9,C719,Malignant neoplasm of brain,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.0,C720,Malignant neoplasm of spinal cord,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.1,C721,Malignant neoplasm of cauda equina,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.20,C7220,Malignant neoplasm of unspecified olfactory nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.21,C7221,Malignant neoplasm of right olfactory nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.22,C7222,Malignant neoplasm of left olfactory nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.30,C7230,Malignant neoplasm of unspecified optic nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.31,C7231,Malignant neoplasm of right optic nerve,,,
